fdc_id,nombre,calories,carbs,fat,fiber,protein,sugar
173632,"Chicken, Broilers Or Fryers, Wing, Meat Only, Raw",126.0,0.0,3.54,0.0,21.97,0.0
173633,"Chicken, Roasting, Meat And Skin And Giblets And Neck, Cooked, Roasted",220.0,0.05,13.07,0.0,23.96,0.0
173634,"Canada Goose, Breast Meat Only, Skinless, Raw",133.0,0.0,4.02,0.0,24.31,0.0
173635,"Chicken, Roasting, Meat And Skin, Cooked, Roasted",223.0,0.0,13.39,0.0,23.97,0.0
173636,"Chicken, Roasting, Meat Only, Raw",111.0,0.0,2.7,0.0,20.33,0.0
173637,"Chicken, Roasting, Light Meat, Meat Only, Cooked, Roasted",153.0,0.0,4.07,0.0,27.13,0.0
173638,"Chicken, Roasting, Dark Meat, Meat Only, Raw",113.0,0.0,3.61,0.0,18.74,0.0
173639,"Chicken, Roasting, Dark Meat, Meat Only, Cooked, Roasted",178.0,0.0,8.75,0.0,23.25,0.0
173640,"Chicken, Stewing, Meat And Skin, And Giblets And Neck, Raw",251.0,0.19,19.52,0.0,17.48,0.0
173641,"Chicken, Stewing, Giblets, Raw",168.0,2.13,9.21,0.0,17.89,0.0
173642,"Chicken, Stewing, Giblets, Cooked, Simmered",194.0,0.11,9.3,0.0,25.73,0.0
173643,"Chicken, Stewing, Light Meat, Meat Only, Raw",137.0,0.0,4.21,0.0,23.1,0.0
173644,"Chicken, Stewing, Light Meat, Meat Only, Cooked, Stewed",213.0,0.0,7.98,0.0,33.04,0.0
173645,"Chicken, Capons, Meat And Skin, Raw",234.0,0.0,17.07,0.0,18.77,0.0
173646,"Chicken, Capons, Meat And Skin, Cooked, Roasted",229.0,0.0,11.65,0.0,28.96,0.0
173648,"Beverages, Coffee Substitute, Cereal Grain Beverage, Powder, Prepared With Whole Milk",65.0,5.6,3.3,0.1,3.3,0.0
173649,"Beverages, Dairy Drink Mix, Chocolate, Reduced Calorie, With Low-Calorie Sweeteners, Powder",329.0,51.4,2.6,9.4,25.0,32.94
173650,"Beverages, Dairy Drink Mix, Chocolate, Reduced Calorie, With Aspartame, Powder, Prepared With Water And Ice",29.0,4.51,0.23,0.8,2.19,2.89
173651,"Beverages, Orange-Flavor Drink, Breakfast Type, With Pulp, Frozen Concentrate.",172.0,42.9,0.5,0.2,0.1,11.7
173652,"Beverages, Orange-Flavor Drink, Breakfast Type, With Pulp, Frozen Concentrate, Prepared With Water",49.0,12.21,0.14,0.0,0.03,11.91
173653,"Cranberry Juice Cocktail, Frozen Concentrate",201.0,51.45,0.0,0.2,0.05,42.5
173654,"Cranberry Juice Cocktail, Frozen Concentrate, Prepared With Water",47.0,11.81,0.0,0.0,0.01,9.76
173659,"Beverages, Drink Mix, Quaker Oats, Gatorade, Orange Flavor, Powder",388.0,94.11,1.23,0.0,0.0,80.5
173660,"Beverages, Pepsico Quaker, Gatorade, G Performance O 2, Ready-To-Drink.",26.0,6.43,0.0,0.0,0.0,5.24
173661,"Whiskey Sour Mix, Bottled, With Added Potassium And Sodium",84.0,21.4,0.1,0.0,0.1,0.0
173662,"Alcoholic Beverage, Whiskey Sour",149.0,13.17,0.03,0.0,0.0,0.0
173663,"Alcoholic Beverage, Distilled, All (Gin, Rum, Vodka, Whiskey) 94 Proof",275.0,0.0,0.0,0.0,0.0,0.0
173664,"Alcoholic Beverage, Distilled, All (Gin, Rum, Vodka, Whiskey) 100 Proof",295.0,0.0,0.0,0.0,0.0,0.0
173665,"Alcoholic Beverage, Liqueur, Coffee, 63 Proof",308.0,32.2,0.3,0.0,0.1,32.2
173666,"Lemonade, Frozen Concentrate, Pink",192.0,48.86,0.69,0.3,0.22,46.46
173667,"Beverages, Lemonade, Frozen Concentrate, Pink, Prepared With Water",43.0,10.81,0.15,0.1,0.05,10.28
173668,"Fish, Herring, Atlantic, Kippered",217.0,0.0,12.37,0.0,24.58,0.0
173669,"Fish, Herring, Pacific, Raw",195.0,0.0,13.88,0.0,16.39,0.0
173670,"Fish, Ling, Raw",87.0,0.0,0.64,0.0,18.99,0.0
173671,"Fish, Lingcod, Raw",85.0,0.0,1.06,0.0,17.66,0.0
173672,"Fish, Mackerel, Pacific And Jack, Mixed Species, Raw",158.0,0.0,7.89,0.0,20.07,0.0
173673,"Fish, Mackerel, Spanish, Raw",139.0,0.0,6.3,0.0,19.29,0.0
173674,"Fish, Mackerel, Spanish, Cooked, Dry Heat",158.0,0.0,6.32,0.0,23.59,0.0
173675,"Fish, Milkfish, Raw",148.0,0.0,6.73,0.0,20.53,0.0
173676,"Fish, Monkfish, Raw",76.0,0.0,1.52,0.0,14.48,0.0
173677,"Fish, Pout, Ocean, Raw",79.0,0.0,0.91,0.0,16.64,0.0
173678,"Fish, Perch, Mixed Species, Raw",91.0,0.0,0.92,0.0,19.39,0.0
173679,"Fish, Perch, Mixed Species, Cooked, Dry Heat",117.0,0.0,1.18,0.0,24.86,0.0
173680,"Fish, Pike, Northern, Raw",88.0,0.0,0.69,0.0,19.26,0.0
173681,"Fish, Pollock, Alaska, Cooked, Dry Heat (May Contain Additives To Retain Moisture)",111.0,0.0,1.18,0.0,23.48,0.0
173682,"Fish, Pompano, Florida, Raw",164.0,0.0,9.47,0.0,18.48,0.0
173683,"Fish, Pompano, Florida, Cooked, Dry Heat",211.0,0.0,12.14,0.0,23.69,0.0
173684,"Fish, Rockfish, Pacific, Mixed Species, Raw",90.0,0.0,1.34,0.0,18.36,0.0
173685,"Fish, Sablefish, Smoked",257.0,0.0,20.14,0.0,17.65,0.0
173686,"Fish, Salmon, Atlantic, Wild, Raw",142.0,0.0,6.34,0.0,19.84,0.0
173687,"Fish, Salmon, Chinook, Smoked",117.0,0.0,4.32,0.0,18.28,0.0
173688,"Fish, Salmon, Chinook, Raw",179.0,0.0,10.43,0.0,19.93,0.0
173689,"Fish, Salmon, Chum, Raw",120.0,0.0,3.77,0.0,20.14,0.0
173690,"Fish, Salmon, Pink, Canned, Total Can Contents",129.0,0.0,4.97,0.0,19.68,0.0
173691,"Fish, Salmon, Sockeye, Raw",131.0,0.0,4.69,0.0,22.25,0.0
173692,"Fish, Salmon, Sockeye, Cooked, Dry Heat",156.0,0.0,5.57,0.0,26.48,0.0
173693,"Fish, Salmon, Sockeye, Canned, Drained Solids",167.0,0.0,7.39,0.0,23.59,0.0
173694,"Fish, Sea Bass, Mixed Species, Cooked, Dry Heat",124.0,0.0,2.56,0.0,23.63,0.0
173695,"Fish, Seatrout, Mixed Species, Raw",104.0,0.0,3.61,0.0,16.74,0.0
173696,"Fish, Shad, American, Raw",197.0,0.0,13.77,0.0,16.93,0.0
173697,"Fish, Shark, Mixed Species, Raw",130.0,0.0,4.51,0.0,20.98,0.0
173698,"Fish, Snapper, Mixed Species, Raw",100.0,0.0,1.34,0.0,20.51,0.0
173699,"Fish, Snapper, Mixed Species, Cooked, Dry Heat",128.0,0.0,1.72,0.0,26.3,0.0
173700,"Fish, Spot, Raw",123.0,0.0,4.9,0.0,18.51,0.0
173701,"Fish, Sturgeon, Mixed Species, Raw",105.0,0.0,4.04,0.0,16.14,0.0
173702,"Fish, Surimi",99.0,6.85,0.9,0.0,15.18,0.0
173703,"Fish, Swordfish, Raw",144.0,0.0,6.65,0.0,19.66,0.0
173704,"Fish, Swordfish, Cooked, Dry Heat",172.0,0.0,7.93,0.0,23.45,0.0
173705,"Fish, Tilefish, Raw",96.0,0.0,2.31,0.0,17.5,0.0
173706,"Fish, Tuna, Fresh, Bluefin, Raw",144.0,0.0,4.9,0.0,23.33,0.0
173707,"Fish, Tuna, Fresh, Bluefin, Cooked, Dry Heat",184.0,0.0,6.28,0.0,29.91,0.0
173708,"Fish, Tuna, Light, Canned In Oil, Drained Solids",198.0,0.0,8.21,0.0,29.13,0.0
173709,"Fish, Tuna, Light, Canned In Water, Drained Solids (Includes Foods For Usda'S Food Distribution Program)",86.0,0.0,0.96,0.0,19.44,0.0
173710,"Fish, Turbot, European, Raw",95.0,0.0,2.95,0.0,16.05,0.0
173711,"Fish, Whitefish, Mixed Species, Raw",134.0,0.0,5.86,0.0,19.09,0.0
173712,"Fish, Whitefish, Mixed Species, Smoked",108.0,0.0,0.93,0.0,23.4,0.0
173713,"Fish, Whiting, Mixed Species, Raw",90.0,0.0,1.31,0.0,18.31,0.0
173714,"Fish, Catfish, Channel, Wild, Cooked, Dry Heat",105.0,0.0,2.85,0.0,18.47,0.0
173715,"Fish, Salmon, Coho, Farmed, Raw",160.0,0.0,7.67,0.0,21.27,0.0
173716,"Fish, Salmon, Coho, Farmed, Cooked, Dry Heat",178.0,0.0,8.23,0.0,24.3,0.0
173717,"Fish, Trout, Rainbow, Farmed, Raw",141.0,0.0,6.18,0.0,19.94,0.0
173718,"Fish, Trout, Rainbow, Farmed, Cooked, Dry Heat",168.0,0.0,7.38,0.0,23.8,0.0
173719,"Fish, Salmon, Coho, Wild, Cooked, Dry Heat",139.0,0.0,4.3,0.0,23.45,0.0
173720,"Mollusks, Conch, Baked Or Broiled",130.0,1.7,1.2,0.0,26.3,0.0
173721,"Salmon Nuggets, Breaded, Frozen, Heated",212.0,13.96,11.72,0.0,12.69,0.0
173722,"Salmon Nuggets, Cooked As Purchased, Unheated",189.0,11.85,10.43,0.0,11.97,0.0
173723,"Salmon, Sockeye, Canned, Drained Solids, Without Skin And Bones",158.0,0.0,5.87,0.0,26.33,0.0
173724,"Fish, Salmon, Pink, Canned, Drained Solids, Without Skin And Bones",136.0,0.0,4.21,0.0,24.62,0.0
173725,"Fish, Pollock, Alaska, Raw",76.0,0.0,0.82,0.0,17.17,0.0
173726,"Fish, Pollock, Alaska, Cooked",86.62,0.0,0.99,0.0,19.42,0.0
173727,"Beans, Adzuki, Mature Seeds, Raw",329.0,62.9,0.53,12.7,19.87,0.0
173728,"Beans, Adzuki, Mature Seeds, Cooked, Boiled, Without Salt",128.0,24.77,0.1,7.3,7.52,0.0
173729,"Beans, Adzuki, Mature Seeds, Canned, Sweetened",237.0,55.01,0.03,0.0,3.8,0.0
173730,"Yokan, Prepared From Adzuki Beans And Sugar",260.0,60.72,0.12,0.0,3.29,0.0
173731,"Beans, Baked, Home Prepared",155.0,21.63,5.15,5.5,5.54,0.0
173732,"Beans, Baked, Canned, With Pork And Sweet Sauce",105.0,21.57,0.89,4.4,4.52,8.23
173733,"Beans, Baked, Canned, With Pork And Tomato Sauce",94.0,18.69,0.93,4.0,5.15,5.67
173734,"Beans, Black, Mature Seeds, Raw",341.0,62.36,1.42,15.5,21.6,2.12
173735,"Beans, Black, Mature Seeds, Cooked, Boiled, Without Salt",132.0,23.71,0.54,8.7,8.86,0.32
173736,"Beans, Cranberry (Roman), Mature Seeds, Cooked, Boiled, Without Salt",136.0,24.46,0.46,8.6,9.34,0.0
173737,"Beans, Cranberry (Roman), Mature Seeds, Canned",83.0,15.12,0.28,6.3,5.54,0.0
173738,"Beans, French, Mature Seeds, Raw",343.0,64.11,2.02,25.2,18.81,0.0
173739,"Beans, French, Mature Seeds, Cooked, Boiled, Without Salt",129.0,24.02,0.76,9.4,7.05,0.0
173740,"Beans, Kidney, All Types, Mature Seeds, Cooked, Boiled, Without Salt",127.0,22.8,0.5,6.4,8.67,0.32
173741,"Beans, Kidney, All Types, Mature Seeds, Canned",84.0,14.5,0.6,4.3,5.22,1.85
173742,"Beans, Kidney, California Red, Mature Seeds, Raw",330.0,59.8,0.25,24.9,24.37,0.0
173743,"Beans, Kidney, California Red, Mature Seeds, Cooked, Boiled, Without Salt",124.0,22.41,0.09,9.3,9.13,0.0
173744,"Beans, Kidney, Red, Mature Seeds, Raw",337.0,61.29,1.06,15.2,22.53,2.1
173745,"Beans, Navy, Mature Seeds, Raw",337.0,60.75,1.5,15.3,22.33,3.88
173746,"Beans, Navy, Mature Seeds, Cooked, Boiled, Without Salt",140.0,26.05,0.62,10.5,8.23,0.37
173747,"Beans, Navy, Mature Seeds, Canned",113.0,20.45,0.43,5.1,7.53,0.28
173748,"Beans, Pink, Mature Seeds, Raw",343.0,64.19,1.13,12.7,20.96,2.14
173749,"Beans, Small White, Mature Seeds, Raw",336.0,62.25,1.18,24.9,21.11,0.0
173750,"Beans, Small White, Mature Seeds, Cooked, Boiled, Without Salt",142.0,25.81,0.64,10.4,8.97,0.0
173751,"Beans, Yellow, Mature Seeds, Raw",345.0,60.7,2.6,25.1,22.0,0.0
173752,"Beans, Yellow, Mature Seeds, Cooked, Boiled, Without Salt",144.0,25.28,1.08,10.4,9.16,0.34
173753,"Broadbeans (Fava Beans), Mature Seeds, Cooked, Boiled, Without Salt",110.0,19.65,0.4,5.4,7.6,1.82
173754,"Broadbeans (Fava Beans), Mature Seeds, Canned",71.0,12.41,0.22,3.7,5.47,0.0
173755,Carob Flour,222.0,88.88,0.65,39.8,4.62,49.08
173756,"Chickpeas (Garbanzo Beans, Bengal Gram), Mature Seeds, Raw",378.0,62.95,6.04,12.2,20.47,10.7
173757,"Chickpeas (Garbanzo Beans, Bengal Gram), Mature Seeds, Cooked, Boiled, Without Salt",164.0,27.42,2.59,7.6,8.86,4.8
173758,"Cowpeas, Common (Blackeyes, Crowder, Southern), Mature Seeds, Raw",336.0,60.03,1.26,10.6,23.52,6.9
173759,"Cowpeas, Common (Blackeyes, Crowder, Southern), Mature Seeds, Cooked, Boiled, Without Salt",116.0,20.76,0.53,6.5,7.73,3.3
173760,"Cowpeas, Common (Blackeyes, Crowder, Southern), Mature Seeds, Canned, Plain",77.0,13.63,0.55,3.3,4.74,0.0
173761,"Cowpeas, Common (Blackeyes, Crowder, Southern), Mature Seeds, Canned With Pork",83.0,16.53,1.6,3.3,2.74,0.0
173762,"Vitasoy Usa, Organic Nasoya Extra Firm Tofu",98.0,2.6,5.2,1.3,10.1,0.4
173763,"Vitasoy Usa, Organic Nasoya Firm Tofu",84.0,2.3,4.4,0.8,8.9,0.3
173764,"Vitasoy Usa, Organic Nasoya Silken Tofu",47.0,1.4,2.5,0.3,4.8,0.2
173765,"Soymilk (All Flavors), Enhanced",45.0,3.45,1.99,0.4,2.94,2.53
173766,"Soymilk, Original And Vanilla, Light, With Added Calcium, Vitamins A And D",30.0,3.51,0.77,0.3,2.38,2.61
173767,"Soymilk, Chocolate And Other Flavors, Light, With Added Calcium, Vitamins A And D",47.0,8.24,0.64,0.7,2.1,7.13
173768,"Soymilk, Original And Vanilla, Light, Unsweetened, With Added Calcium, Vitamins A And D",34.0,3.85,0.85,0.6,2.62,0.41
173769,"Soymilk (All Flavors), Lowfat, With Added Calcium, Vitamins A And D",43.0,7.2,0.62,0.8,1.65,3.5
173770,"Silk Chocolate, Soymilk",58.0,9.47,1.44,0.8,2.06,7.82
173771,"Silk Light Plain, Soymilk",29.0,3.29,0.82,0.4,2.47,2.47
173772,"Silk Light Vanilla, Soymilk",33.0,4.12,0.82,0.4,2.47,2.88
173773,"Silk Light Chocolate, Soymilk",49.0,9.05,0.62,0.8,2.06,7.82
173774,"Silk Very Vanilla, Soymilk",53.0,7.82,1.65,0.4,2.47,6.58
173775,"Silk Nog, Soymilk",74.0,12.3,1.64,0.0,2.46,9.84
173776,"Silk Chai, Soymilk",53.0,7.82,1.44,0.0,2.47,5.76
173777,"Silk Mocha, Soymilk",58.0,9.05,1.44,0.0,2.06,7.41
173778,Silk Raspberry Soy Yogurt,88.0,17.65,1.18,0.6,2.35,12.94
173779,Silk Peach Soy Yogurt,94.0,18.82,1.18,0.6,2.35,14.71
173780,Silk Black Cherry Soy Yogurt,88.0,17.06,1.18,0.6,2.35,11.76
173781,Silk Blueberry Soy Yogurt,88.0,17.06,1.18,0.6,2.35,12.35
173782,Silk Hazelnut Creamer,133.0,20.0,6.67,0.0,0.0,20.0
173783,"Vitasoy Usa Organic Nasoya, Soft Tofu",70.0,0.74,3.5,0.6,8.76,0.3
173784,"Vitasoy Usa Nasoya, Lite Silken Tofu",43.0,0.0,1.1,0.0,8.21,0.0
173785,"Vitasoy Usa Organic Nasoya, Tofu Plus Extra Firm",92.0,1.82,4.9,1.0,10.18,0.4
173786,"Vitasoy Usa Azumaya, Silken Tofu",43.0,0.58,2.4,0.2,4.82,0.2
173787,House Foods Premium Soft Tofu,59.0,2.19,2.71,0.8,6.38,0.53
173788,House Foods Premium Firm Tofu,85.0,0.97,4.19,0.9,10.92,0.4
173789,"Beans, Adzuki, Mature Seed, Cooked, Boiled, With Salt",128.0,24.77,0.1,7.3,7.52,0.0
173790,"Beans, Great Northern, Mature Seeds, Cooked, Boiled, With Salt",118.0,21.09,0.45,7.0,8.33,0.0
173791,"Beans, Great Northern, Mature Seeds, Canned, Low Sodium",114.0,21.02,0.39,4.9,7.37,1.41
173792,"Beans, Kidney, All Types, Mature Seeds, Cooked, Boiled, With Salt",127.0,22.8,0.5,6.4,8.67,0.32
173793,"Beans, Kidney, California Red, Mature Seeds, Cooked, Boiled, With Salt",124.0,22.41,0.09,9.3,9.13,0.0
173794,"Beans, Navy, Mature Seeds, Cooked, Boiled, With Salt",140.0,26.05,0.62,10.5,8.23,0.37
173795,"Beans, Pink, Mature Seeds, Cooked, Boiled, With Salt",149.0,27.91,0.49,5.3,9.06,0.36
173796,"Beans, Pinto, Mature Seeds, Cooked, Boiled, With Salt",143.0,26.22,0.65,9.0,9.01,0.34
173797,"Beans, Pinto, Mature Seeds, Canned, Drained Solids, Rinsed In Tap Water",117.0,20.77,0.97,0.0,7.04,0.0
173798,"Broadbeans (Fava Beans), Mature Seeds, Cooked, Boiled, With Salt",110.0,19.65,0.4,5.4,7.6,1.82
173799,"Chickpeas (Garbanzo Beans, Bengal Gram), Mature Seeds, Cooked, Boiled, With Salt",164.0,27.42,2.59,7.6,8.86,4.8
173800,"Chickpeas (Garbanzo Beans, Bengal Gram), Mature Seeds, Canned, Drained Solids",139.0,22.53,2.77,6.4,7.05,4.01
173801,"Chickpeas (Garbanzo Beans, Bengal Gram), Mature Seeds, Canned, Drained, Rinsed In Tap Water",138.0,22.87,2.47,6.3,7.04,4.0
173802,"Lima Beans, Large, Mature Seeds, Cooked, Boiled, With Salt",115.0,20.88,0.38,7.0,7.8,2.9
173803,"Lima Beans, Thin Seeded (Baby), Mature Seeds, Cooked, Boiled, With Salt",126.0,23.31,0.38,7.7,8.04,0.0
173804,"Lupins, Mature Seeds, Cooked, Boiled, With Salt",116.0,9.29,2.92,2.8,15.57,0.0
173805,"Mothbeans, Mature Seeds, Cooked, Boiled, With Salt",117.0,20.96,0.55,0.0,7.81,0.0
173806,"Peanuts, All Types, Dry-Roasted, Without Salt",587.0,21.26,49.66,8.4,24.35,4.9
173807,"Peanuts, Spanish, Oil-Roasted, Without Salt",579.0,17.45,49.04,8.9,28.01,0.0
173808,"Peanuts, Valencia, Oil-Roasted, Without Salt",589.0,16.3,51.24,8.9,27.04,0.0
173809,"Peanuts, Virginia, Oil-Roasted, Without Salt",578.0,19.86,48.62,8.9,25.87,0.0
173810,"Lamb, New Zealand, Imported, Loin Chop, Separable Lean Only, Raw",142.0,0.0,6.88,0.0,19.98,0.0
173811,"Lamb, New Zealand, Imported, Frozen, Loin, Separable Lean Only, Cooked, Broiled",199.0,0.0,8.24,0.0,29.31,0.0
173812,"Lamb, New Zealand, Imported, Rack - Partly Frenched, Separable Lean And Fat, Raw",240.0,0.13,18.52,0.0,18.12,0.0
173813,"Lamb, New Zealand, Imported, Rack - Partly Frenched, Separable Lean And Fat, Cooked, Fast Roasted",253.0,0.04,18.29,0.0,22.06,0.0
173814,"Lamb, New Zealand, Imported, Frozen, Shoulder, Whole (Arm And Blade), Separable Lean Only, Cooked, Braised",285.0,0.0,15.5,0.0,34.06,0.0
173815,"Veal, Composite Of Trimmed Retail Cuts, Separable Lean And Fat, Raw",144.0,0.0,6.77,0.0,19.35,0.0
173816,"Veal, Composite Of Trimmed Retail Cuts, Separable Lean And Fat, Cooked",231.0,0.0,11.39,0.0,30.1,0.0
173817,"Veal, Composite Of Trimmed Retail Cuts, Separable Lean Only, Raw",112.0,0.0,2.87,0.0,20.2,0.0
173818,"Veal, Leg (Top Round), Separable Lean And Fat, Cooked, Braised",211.0,0.0,6.33,0.0,36.16,0.0
173819,"Veal, Leg (Top Round), Separable Lean And Fat, Cooked, Pan-Fried, Breaded",238.0,9.91,9.18,0.3,27.29,0.57
173820,"Veal, Leg (Top Round), Separable Lean And Fat, Cooked, Pan-Fried, Not Breaded",211.0,0.0,8.35,0.0,31.75,0.0
173821,"Veal, Leg (Top Round), Separable Lean And Fat, Cooked, Roasted",160.0,0.0,4.65,0.0,27.7,0.0
173822,"Veal, Leg (Top Round), Separable Lean Only, Cooked, Roasted",150.0,0.0,3.39,0.0,28.07,0.0
173823,"Veal, Loin, Separable Lean And Fat, Raw",177.0,0.07,10.07,0.0,20.07,0.0
173824,"Veal, Loin, Separable Lean And Fat, Cooked, Braised",284.0,0.0,17.21,0.0,30.19,0.0
173825,"Veal, Loin, Separable Lean And Fat, Cooked, Roasted",217.0,0.0,12.32,0.0,24.8,0.0
173826,"Veal, Loin, Separable Lean Only, Raw",114.0,0.0,2.9,0.0,21.85,0.0
173827,"Veal, Rib, Separable Lean And Fat, Cooked, Roasted",228.0,0.0,13.96,0.0,23.96,0.0
173828,"Veal, Rib, Separable Lean Only, Raw",120.0,0.0,3.89,0.0,19.97,0.0
173829,"Veal, Rib, Separable Lean Only, Cooked, Braised",218.0,0.0,7.81,0.0,34.44,0.0
173830,"Veal, Rib, Separable Lean Only, Cooked, Roasted",177.0,0.0,7.44,0.0,25.76,0.0
173831,"Veal, Shoulder, Whole (Arm And Blade), Separable Lean Only, Cooked, Braised",199.0,0.0,6.1,0.0,33.68,0.0
173832,"Veal, Shoulder, Whole (Arm And Blade), Separable Lean Only, Cooked, Roasted",170.0,0.0,6.62,0.0,25.81,0.0
173833,"Veal, Shoulder, Arm, Separable Lean And Fat, Raw",132.0,0.0,5.44,0.0,19.34,0.0
173834,"Veal, Shoulder, Arm, Separable Lean And Fat, Cooked, Braised",236.0,0.0,10.24,0.0,33.63,0.0
173835,"Veal, Shoulder, Blade Chop, Separable Lean And Fat, Raw",148.0,0.03,7.61,0.0,18.72,0.0
173836,"Veal, Shoulder, Blade, Separable Lean And Fat, Cooked, Braised",225.0,0.0,10.09,0.0,31.26,0.0
173837,"Veal, Shoulder, Blade, Separable Lean And Fat, Cooked, Roasted",186.0,0.0,8.67,0.0,25.15,0.0
173838,"Veal, Shoulder, Blade Chop, Separable Lean Only, Raw",110.0,0.0,2.88,0.0,19.6,0.0
173839,"Veal, Shoulder, Blade, Separable Lean Only, Cooked, Braised",198.0,0.0,6.48,0.0,32.66,0.0
173840,"Veal, Sirloin, Separable Lean Only, Raw",110.0,0.0,2.59,0.0,20.2,0.0
173841,"Veal, Sirloin, Separable Lean Only, Cooked, Braised",204.0,0.0,6.51,0.0,33.96,0.0
173842,"Veal, Sirloin, Separable Lean Only, Cooked, Roasted",168.0,0.0,6.22,0.0,26.32,0.0
173843,"Veal, Cubed For Stew (Leg And Shoulder), Separable Lean Only, Raw",109.0,0.0,2.5,0.0,20.27,0.0
173844,"Game Meat, Antelope, Cooked, Roasted",150.0,0.0,2.67,0.0,29.45,0.0
173845,"Game Meat, Bear, Raw",161.0,0.0,8.3,0.0,20.1,0.0
173846,"Game Meat, Bear, Cooked, Simmered",259.0,0.0,13.39,0.0,32.42,0.0
173847,"Bison, Ground, Grass-Fed, Cooked",179.0,0.0,8.62,0.0,25.45,0.0
173848,"Game Meat, Beefalo, Composite Of Cuts, Cooked, Roasted",188.0,0.0,6.32,0.0,30.66,0.0
173849,"Veal, Australian, Separable Fat, Raw",509.0,0.0,52.17,0.0,9.91,0.0
173850,"Veal, Australian, Rib, Rib Roast, Separable Lean And Fat, Raw",201.0,1.15,13.1,0.0,19.6,0.0
173851,"Game Meat, Bison, Separable Lean Only, Raw",109.0,0.0,1.84,0.0,21.62,0.0
173852,"Game Meat, Bison, Separable Lean Only, Cooked, Roasted",143.0,0.0,2.42,0.0,28.44,0.0
173853,"Game Meat, Caribou, Raw",127.0,0.0,3.36,0.0,22.63,0.0
173854,"Game Meat, Caribou, Cooked, Roasted",167.0,0.0,4.42,0.0,29.77,0.0
173855,"Game Meat, Deer, Raw",120.0,0.0,2.42,0.0,22.96,0.0
173856,"Bologna, Pork",247.0,0.73,19.87,0.0,15.3,0.0
173857,"Bologna, Turkey",209.0,4.68,16.05,0.5,11.42,2.9
173858,Chicken Spread,158.0,4.05,17.56,0.3,18.01,0.47
173859,"Sausage, Pork, Chorizo, Link Or Ground, Raw",296.0,3.78,25.1,0.0,13.63,0.0
173860,"Corned Beef Loaf, Jellied",153.0,0.0,6.1,0.0,22.9,0.0
173861,"Dutch Brand Loaf, Chicken, Pork And Beef",273.0,3.93,22.91,0.3,12.0,0.9
173862,"Frankfurter, Beef, Unheated",315.0,2.97,28.1,0.0,11.69,1.17
173863,"Ham, Sliced, Pre-Packaged, Deli Meat (96%Fat Free, Water Added)",107.0,0.7,4.04,0.0,16.85,0.0
173864,"Ham, Sliced, Regular (Approximately 11% Fat)",164.0,3.63,8.8,1.3,16.6,1.0
173865,"Ham, Minced",263.0,1.84,20.68,0.0,16.28,0.0
173866,Ham Salad Spread,216.0,10.64,15.53,0.0,8.68,0.0
173867,"Knackwurst, Knockwurst, Pork, Beef",307.0,3.2,27.7,0.0,11.1,0.0
173868,"Lebanon Bologna, Beef",172.0,0.44,10.44,0.0,19.03,0.0
173869,"Liver Cheese, Pork",304.0,2.1,25.6,0.0,15.2,0.0
173870,"Liver Sausage, Liverwurst, Pork",326.0,2.2,28.5,0.0,14.1,0.0
173871,"Sausage, Turkey, Fresh, Cooked",196.0,0.0,10.44,0.0,23.89,0.0
173872,"Bologna, Chicken, Pork, Beef",272.0,5.61,22.73,0.0,11.33,0.0
173873,"Bologna, Chicken, Pork",336.0,4.19,30.61,0.0,10.31,0.0
173874,"Chicken Breast, Deli, Rotisserie Seasoned, Sliced, Prepackaged",98.0,2.92,1.86,0.0,17.4,0.75
173875,"Frankfurter, Meat And Poultry, Unheated",277.0,5.02,24.18,0.0,9.72,2.75
173876,"Pork Sausage, Link/Patty, Fully Cooked, Unheated",392.0,0.69,37.25,0.0,13.46,0.53
173877,"Kielbasa, Fully Cooked, Grilled",337.0,5.03,29.68,0.0,12.45,2.39
173878,"Kielbasa, Fully Cooked, Pan-Fried",333.0,4.78,29.43,0.0,12.36,2.38
173879,"Kielbasa, Fully Cooked, Unheated",325.0,3.72,29.63,0.0,10.84,2.05
173880,"Sausage, Chicken Or Turkey, Italian Style,  Lower Sodium",183.0,14.25,4.46,0.0,21.43,0.81
173881,"Ham, Smoked, Extra Lean, Low Sodium",141.0,10.7,2.71,0.0,18.52,10.68
173882,"Pork Sausage, Reduced Sodium, Cooked",271.0,8.13,22.35,0.0,9.41,0.0
173883,"Sausage, Pork, Turkey, And Beef, Reduced Sodium",284.0,0.11,26.79,0.1,10.71,0.02
173884,"Cereals Ready-To-Eat, General Mills, Cheerios",372.0,73.2,6.6,10.1,12.4,4.5
173885,"Cereals Ready-To-Eat, Post, Cocoa Pebbles",397.0,85.7,4.1,1.6,4.8,35.8
173886,"Cereals Ready-To-Eat, Quaker, Quaker Crunchy Bran",331.0,83.68,4.06,15.3,6.37,20.66
173887,"Cereals Ready-To-Eat, Ralston Crisp Rice",383.0,86.22,1.26,0.7,6.69,12.12
173888,"Cereals Ready-To-Eat, Post Bran Flakes",328.0,80.5,2.1,18.3,9.9,18.6
173889,"Cereals Ready-To-Eat, Post, Honeycomb Cereal",394.0,86.63,2.93,3.2,6.01,31.51
173890,"Cereals Ready-To-Eat, Quaker, King Vitaman",381.0,83.85,3.44,3.4,6.41,20.27
173891,"Cereals Ready-To-Eat, Quaker, Quaker Oat Life, Plain",374.0,77.74,4.43,6.6,9.98,19.43
